날짜,시작,시작시간,종료,종료시간,장소,원인,피해면적(ha),SIG_KOR_NM,경도,위도,피해면적평균
2018-02-04,12:31:00,2018-02-04 12:31,14:26:00,2018-02-04 14:26,경남 거제 가배,입산자실화,0.01,경남 거제,128.6233556,34.87735833,0.062222
2018-01-30,12:51:00,2018-01-30 12:51,18:00:00,2018-01-30 18:00,경남 합천 황계,농산부산물소각,0.02,경남 합천,128.1679306,35.56361667,21.828
2018-01-27,13:40:00,2018-01-27 13:40,14:20:00,2018-01-27 14:20,경남 합천 무곡,입산자실화,0.02,경남 합천,128.1679306,35.56361667,21.828
2018-01-26,13:20:00,2018-01-26 13:20,15:10:00,2018-01-26 15:10,경남 통영 우동,건축물화재비화,0.01,경남 통영,128.4352778,34.85125833,0.075455
2018-04-20,17:40:00,2018-04-20 17:40,19:20:00,2018-04-20 19:20,경남 남해 동천,농산부산물소각,0.02,경남 남해,127.8924,34.8376,0.142222
2018-04-20,16:59:00,2018-04-20 16:59,18:00:00,2018-04-20 18:00,경남 함양 광평,입산자실화,0.01,경남 함양,127.7274194,35.51746944,0.612157
2018-04-20,14:22:00,2018-04-20 14:22,19:00:00,2018-04-20 19:00,경남 김해 선지,건축물화재비화,0.3,경남 김해,128.8916667,35.22550556,0.324
2018-04-19,10:19:00,2018-04-19 10:19,12:30:00,2018-04-19 12:30,경남 합천 무곡,입산자실화,0.01,경남 합천,128.1679306,35.56361667,21.828
2018-04-18,13:21:00,2018-04-18 13:21,16:00:00,2018-04-18 16:00,경남 합천 율진,농산부산물소각,0.03,경남 합천,128.1679306,35.56361667,21.828
2018-04-11,19:00:00,2018-04-11 19:00,21:00:00,2018-04-11 21:00,경남 김해,건축물화재비화,0.02,경남 김해,128.8916667,35.22550556,0.324
2018-08-08,12:14:00,2018-08-08 12:14,16:00:00,2018-08-08 16:00,경남 고성 대평,건축물화재비화,0.05,경남 고성,128.3245417,34.9699,0.121765
2018-08-04,10:24:00,2018-08-04 10:24,14:00:00,2018-08-04 14:00,경남 산청 사정,입산자실화,0.01,경남 산청,127.8756194,35.41249167,0.393421
2018-08-02,15:19:00,2018-08-02 15:19,18:00:00,2018-08-02 18:00,경남 합천 황계,입산자실화,0.01,경남 합천,128.1679306,35.56361667,21.828
2018-06-25,9:28:00,2018-06-25 9:28,10:10:00,2018-06-25 10:10,경남 함양 손곡,입산자실화,0.02,경남 함양,127.7274194,35.51746944,0.612157
2018-06-24,15:25:00,2018-06-24 15:25,17:00:00,2018-06-24 17:00,경남 밀양 퇴로,입산자실화,0.02,경남 밀양,128.7489444,35.50077778,28.37519
2018-06-24,12:53:00,2018-06-24 12:53,17:00:00,2018-06-24 17:00,경남 거창 수원,입산자실화,0.03,경남 거창,127.9116556,35.683625,0.115455
2017-04-15,17:20:00,2017-04-15 17:20,18:30:00,2017-04-15 18:30,경남 합천 서산,입산자실화,0.1,경남 합천,128.1679306,35.56361667,21.828
2017-04-15,11:07:00,2017-04-15 11:07,12:10:00,2017-04-15 12:10,경남 양산 대석,입산자실화,0.01,경남 양산,129.0394111,35.33192778,0.313824
2017-04-04,11:47:00,2017-04-04 11:47,14:15:00,2017-04-04 14:15,경남 진주 안간,쓰레기소각,0.05,경남 진주,128.11,35.17703333,0.096875
2017-04-03,16:25:00,2017-04-03 16:25,17:25:00,2017-04-03 17:25,경남 양산 가산,입산자실화,0.01,경남 양산,129.0394111,35.33192778,0.313824
2018-01-06,15:50:00,2018-01-06 15:50,18:45:00,2018-01-06 18:45,경남 고성 월흥,건축물화재비화,0.02,경남 고성,128.3245417,34.9699,0.121765
2018-01-06,5:27:00,2018-01-06 5:27,6:50:00,2018-01-06 6:50,경남 산청 유평,입산자실화,0.01,경남 산청,127.8756194,35.41249167,0.393421
2017-12-31,14:22:00,2017-12-31 14:22,15:30:00,2017-12-31 15:30,경남 합천 삼,기타,0.02,경남 합천,128.1679306,35.56361667,21.828
2017-12-24,0:14:00,2017-12-24 0:14,3:35:00,2017-12-24 3:35,경남 하동 전대,입산자실화,0.01,경남 하동,127.7534306,35.06420278,5.1535
2017-12-23,20:45:00,2017-12-23 20:45,0:00:00,2017-12-23 0:00,경남 함안 무릉,입산자실화,0.02,경남 함안,128.4087083,35.26940556,0.351538
2017-12-23,6:15:00,2017-12-23 6:15,9:30:00,2017-12-23 9:30,경남 거제 탑포,입산자실화,0.01,경남 거제,128.6233556,34.87735833,0.062222
2017-12-22,16:10:00,2017-12-22 16:10,19:30:00,2017-12-22 19:30,경남 김해,입산자실화,0.05,경남 김해,128.8916667,35.22550556,0.324
2017-12-19,11:43:00,2017-12-19 11:43,11:45:00,2017-12-19 11:45,경남 합천 앙진,입산자실화,0.05,경남 합천,128.1679306,35.56361667,21.828
2017-12-17,15:40:00,2017-12-17 15:40,17:00:00,2017-12-17 17:00,경남 산청 간공,기타,0.01,경남 산청,127.8756194,35.41249167,0.393421
2017-12-17,14:11:00,2017-12-17 14:11,14:45:00,2017-12-17 14:45,경남 창녕 석,쓰레기소각,0.01,경남 창녕,128.4945333,35.54153611,0.652
2017-12-15,15:35:00,2017-12-15 15:35,22:30:00,2017-12-15 22:30,경남 창녕 성내,쓰레기소각,0.5,경남 창녕,128.4945333,35.54153611,0.652
2017-12-13,14:33:00,2017-12-13 14:33,15:30:00,2017-12-13 15:30,경남 거창 학,입산자실화,0.01,경남 거창,127.9116556,35.683625,0.115455
2017-12-05,6:31:00,2017-12-05 6:31,16:00:00,2017-12-05 16:00,경남 산청 신천,건축물화재비화,5,경남 산청,127.8756194,35.41249167,0.393421
2017-12-03,13:26:00,2017-12-03 13:26,14:56:00,2017-12-03 14:56,경남 남해 평현,입산자실화,0.01,경남 남해,127.8924,34.8376,0.142222
2017-11-30,15:26:00,2017-11-30 15:26,16:20:00,2017-11-30 16:20,경남 거창 춘전,기타,0.01,경남 거창,127.9116556,35.683625,0.115455
2017-11-30,14:51:00,2017-11-30 14:51,16:48:00,2017-11-30 16:48,경남 창녕 수개,쓰레기소각,0.01,경남 창녕,128.4945333,35.54153611,0.652
2017-11-30,10:38:00,2017-11-30 10:38,12:20:00,2017-11-30 12:20,경남 창녕 효정,쓰레기소각,0.01,경남 창녕,128.4945333,35.54153611,0.652
2017-11-29,13:10:00,2017-11-29 13:10,14:50:00,2017-11-29 14:50,경남 진주 용산,담뱃불실화,0.01,경남 진주,128.11,35.17703333,0.096875
2017-11-25,16:04:00,2017-11-25 16:04,17:30:00,2017-11-25 17:30,경남 산청 대현,기타,0.01,경남 산청,127.8756194,35.41249167,0.393421
2017-11-22,4:50:00,2017-11-22 4:50,11:05:00,2017-11-22 11:05,경남 산청 대현,기타,0.5,경남 산청,127.8756194,35.41249167,0.393421
2017-11-21,11:23:00,2017-11-21 11:23,12:10:00,2017-11-21 12:10,경남 함양 대남,쓰레기소각,0.01,경남 함양,127.7274194,35.51746944,0.612157
2017-11-15,15:20:00,2017-11-15 15:20,18:00:00,2017-11-15 18:00,경남 합천 손목,입산자실화,0.03,경남 합천,128.1679306,35.56361667,21.828
2017-11-08,21:38:00,2017-11-08 21:38,23:30:00,2017-11-08 23:30,경남 산청 대현,입산자실화,0.1,경남 산청,127.8756194,35.41249167,0.393421
2017-10-31,11:07:00,2017-10-31 11:07,12:10:00,2017-10-31 12:10,경남 창녕 세진,입산자실화,0.01,경남 창녕,128.4945333,35.54153611,0.652
2017-09-30,14:16:00,2017-09-30 14:16,16:10:00,2017-09-30 16:10,경남 산청 가계,쓰레기소각,0.01,경남 산청,127.8756194,35.41249167,0.393421
2017-09-26,14:10:00,2017-09-26 14:10,16:30:00,2017-09-26 16:30,경남 합천 중촌,입산자실화,0.01,경남 합천,128.1679306,35.56361667,21.828
2017-07-28,16:28:00,2017-07-28 16:28,19:21:00,2017-07-28 19:21,경남 진주 용아,기타,0.1,경남 진주,128.11,35.17703333,0.096875
2017-07-22,9:00:00,2017-07-22 9:00,18:00:00,2017-07-22 18:00,경남 양산,기타,0.5,경남 양산,129.0394111,35.33192778,0.313824
2017-06-25,15:04:00,2017-06-25 15:04,16:40:00,2017-06-25 16:40,경남 산청 가계,쓰레기소각,0.3,경남 산청,127.8756194,35.41249167,0.393421
2017-06-22,14:39:00,2017-06-22 14:39,16:35:00,2017-06-22 16:35,경남 합천 대부,농산부산물소각,0.05,경남 합천,128.1679306,35.56361667,21.828
2017-06-18,18:33:00,2017-06-18 18:33,21:30:00,2017-06-18 21:30,경남 합천 두곡,농산부산물소각,0.1,경남 합천,128.1679306,35.56361667,21.828
2017-06-17,16:50:00,2017-06-17 16:50,21:50:00,2017-06-17 21:50,경남 창녕 우강,쓰레기소각,0.5,경남 창녕,128.4945333,35.54153611,0.652
2017-06-16,5:00:00,2017-06-16 5:00,9:30:00,2017-06-16 9:30,경남 합천 인곡,농산부산물소각,0.15,경남 합천,128.1679306,35.56361667,21.828
2017-05-28,14:50:00,2017-05-28 14:50,18:30:00,2017-05-28 18:30,경남 산청 상법,입산자실화,0.02,경남 산청,127.8756194,35.41249167,0.393421
2017-05-23,16:00:00,2017-05-23 16:00,18:00:00,2017-05-23 18:00,경남 고성 양촌,입산자실화,0.01,경남 고성,128.3245417,34.9699,0.121765
2017-05-03,14:20:00,2017-05-03 14:20,15:40:00,2017-05-03 15:40,경남 거창 중촌,입산자실화,0.01,경남 거창,127.9116556,35.683625,0.115455
2017-04-30,14:50:00,2017-04-30 14:50,17:30:00,2017-04-30 17:30,경남 함양 내백,입산자실화,0.05,경남 함양,127.7274194,35.51746944,0.612157
2017-03-14,11:55:00,2017-03-14 11:55,15:00:00,2017-03-14 15:00,경남 고성 북평,입산자실화,0.02,경남 고성,128.3245417,34.9699,0.121765
2017-03-13,14:32:00,2017-03-13 14:32,15:30:00,2017-03-13 15:30,경남 하동 지례,담뱃불실화,0.05,경남 하동,127.7534306,35.06420278,5.1535
2017-03-13,9:50:00,2017-03-13 9:50,11:20:00,2017-03-13 11:20,경남 함양 목현,담뱃불실화,0.05,경남 함양,127.7274194,35.51746944,0.612157
2017-03-11,12:40:00,2017-03-11 12:40,14:00:00,2017-03-11 14:00,경남 하동 신기,건축물화재비화,0.01,경남 하동,127.7534306,35.06420278,5.1535
2017-02-14,15:24:00,2017-02-14 15:24,16:30:00,2017-02-14 16:30,경남 양산 내석,기타,0.01,경남 양산,129.0394111,35.33192778,0.313824
2017-02-12,13:23:00,2017-02-12 13:23,14:25:00,2017-02-12 14:25,경남 산청 향양,입산자실화,0.2,경남 산청,127.8756194,35.41249167,0.393421
2017-02-07,13:45:00,2017-02-07 13:45,14:40:00,2017-02-07 14:40,경남 함양 죽산,농산부산물소각,0.01,경남 함양,127.7274194,35.51746944,0.612157
2017-02-04,19:50:00,2017-02-04 19:50,20:30:00,2017-02-04 20:30,경남 거제 망치,기타,0.01,경남 거제,128.6233556,34.87735833,0.062222
2017-02-04,15:45:00,2017-02-04 15:45,17:00:00,2017-02-04 17:00,경남 밀양 가례,입산자실화,0.01,경남 밀양,128.7489444,35.50077778,28.37519
2017-02-03,10:50:00,2017-02-03 10:50,11:50:00,2017-02-03 11:50,경남 함양 연덕,농산부산물소각,0.01,경남 함양,127.7274194,35.51746944,0.612157
2017-01-27,14:23:00,2017-01-27 14:23,15:30:00,2017-01-27 15:30,경남 의령 막곡,쓰레기소각,0.01,경남 의령,128.2638222,35.31911944,0.503636
2017-01-27,11:05:00,2017-01-27 11:05,12:50:00,2017-01-27 12:50,경남 진주 당촌,쓰레기소각,0.01,경남 진주,128.11,35.17703333,0.096875
2017-01-26,15:00:00,2017-01-26 15:00,16:00:00,2017-01-26 16:00,경남 함양 경백,기타,0.01,경남 함양,127.7274194,35.51746944,0.612157
2017-01-26,14:00:00,2017-01-26 14:00,15:00:00,2017-01-26 15:00,경남 밀양 인산,쓰레기소각,0.3,경남 밀양,128.7489444,35.50077778,28.37519
2017-01-25,12:35:00,2017-01-25 12:35,13:40:00,2017-01-25 13:40,경남 거창 고학,농산부산물소각,0.1,경남 거창,127.9116556,35.683625,0.115455
2017-01-20,10:10:00,2017-01-20 10:10,11:50:00,2017-01-20 11:50,경남 거제,입산자실화,0.05,경남 거제,128.6233556,34.87735833,0.062222
2016-08-24,15:05:00,2016-08-24 15:05,18:00:00,2016-08-24 18:00,경남 산청 입석,입산자실화,0.05,경남 산청,127.8756194,35.41249167,0.393421
2016-04-01,14:55:00,2016-04-01 14:55,17:00:00,2016-04-01 17:00,경남 통영 읍덕,기타,0.06,경남 통영,128.4352778,34.85125833,0.075455
2016-04-01,14:25:00,2016-04-01 14:25,18:50:00,2016-04-01 18:50,경남 남해 율도,담뱃불실화,0.05,경남 남해,127.8924,34.8376,0.142222
2016-03-31,20:38:00,2016-03-31 20:38,22:42:00,2016-03-31 22:42,경남 거창 무촌,기타,0.05,경남 거창,127.9116556,35.683625,0.115455
2017-02-19,23:24:00,2017-02-19 23:24,3:00:00,2017-02-19 3:00,경남 거제 어온,기타,0.15,경남 거제,128.6233556,34.87735833,0.062222
2017-02-16,11:05:00,2017-02-16 11:05,11:50:00,2017-02-16 11:50,경남 의령 외조,기타,0.01,경남 의령,128.2638222,35.31911944,0.503636
2017-02-15,14:15:00,2017-02-15 14:15,15:10:00,2017-02-15 15:10,경남 의령 외조,기타,0.01,경남 의령,128.2638222,35.31911944,0.503636
2017-03-19,13:00:00,2017-03-19 13:00,15:00:00,2017-03-19 15:00,경남 밀양 범도,쓰레기소각,0.2,경남 밀양,128.7489444,35.50077778,28.37519
2017-03-17,13:25:00,2017-03-17 13:25,14:35:00,2017-03-17 14:35,경남 합천 삼,농산부산물소각,0.02,경남 합천,128.1679306,35.56361667,21.828
2016-03-29,5:12:00,2016-03-29 5:12,8:00:00,2016-03-29 8:00,경남 함양 월평,기타,0.5,경남 함양,127.7274194,35.51746944,0.612157
2016-03-28,14:20:00,2016-03-28 14:20,17:27:00,2016-03-28 17:27,경남 거창 개명,농산부산물소각,0.5,경남 거창,127.9116556,35.683625,0.115455
2016-03-21,15:00:00,2016-03-21 15:00,16:10:00,2016-03-21 16:10,경남 함양 귀곡,농산부산물소각,0.03,경남 함양,127.7274194,35.51746944,0.612157
2016-03-03,15:00:00,2016-03-03 15:00,16:00:00,2016-03-03 16:00,경남 사천 본촌,농산부산물소각,0.05,경남 사천,128.0667778,35.00028333,0.08
2016-02-26,13:30:00,2016-02-26 13:30,14:00:00,2016-02-26 14:00,경남 고성 두포,쓰레기소각,0.03,경남 고성,128.3245417,34.9699,0.121765
2016-02-20,20:50:00,2016-02-20 20:50,23:30:00,2016-02-20 23:30,경남 창녕 방,쓰레기소각,0.3,경남 창녕,128.4945333,35.54153611,0.652
2024-03-20,1:20:00,2024-03-20 1:20,7:20:00,2024-03-20 7:20,경남 양산 내포,기타,0.3,경남 양산,129.0394111,35.33192778,0.313824
2024-03-18,14:30:00,2024-03-18 14:30,15:50:00,2024-03-18 15:50,경남 거창 산포,농산부산물소각,0.1,경남 거창,127.9116556,35.683625,0.115455
2024-03-16,12:04:00,2024-03-16 12:04,13:00:00,2024-03-16 13:00,경남 산청 길,기타,0.03,경남 산청,127.8756194,35.41249167,0.393421
2024-03-21,14:32:00,2024-03-21 14:32,17:06:00,2024-03-21 17:06,경남 거제 옥산,입산자실화,0.02,경남 거제,128.6233556,34.87735833,0.062222
2023-04-14,13:11:00,2023-04-14 13:11,13:54:00,2023-04-14 13:54,경남 함양 옥매,담뱃불실화,0.04,경남 함양,127.7274194,35.51746944,0.612157
2023-04-13,13:43:00,2023-04-13 13:43,15:10:00,2023-04-13 15:10,경남 함양 황산,기타,0.03,경남 함양,127.7274194,35.51746944,0.612157
2023-05-12,13:48:00,2023-05-12 13:48,15:30:00,2023-05-12 15:30,경남 합천 죽전,입산자실화,0.01,경남 합천,128.1679306,35.56361667,21.828
2023-12-07,9:17:00,2023-12-07 9:17,11:30:00,2023-12-07 11:30,경남 고성 외산,입산자실화,0.01,경남 고성,128.3245417,34.9699,0.121765
2023-11-28,10:29:00,2023-11-28 10:29,12:30:00,2023-11-28 12:30,경남 밀양 덕산,건축물화재비화,0.01,경남 밀양,128.7489444,35.50077778,28.37519
2023-11-13,8:58:00,2023-11-13 8:58,11:00:00,2023-11-13 11:00,경남 김해 예안,입산자실화,0.01,경남 김해,128.8916667,35.22550556,0.324
2023-03-14,14:49:00,2023-03-14 14:49,17:00:00,2023-03-14 17:00,경남 거제 상둔,입산자실화,0.04,경남 거제,128.6233556,34.87735833,0.062222
2023-03-12,3:56:00,2023-03-12 3:56,8:51:00,2023-03-12 8:51,경남 하동 위태,건축물화재비화,0.5,경남 하동,127.7534306,35.06420278,5.1535
2023-03-10,15:57:00,2023-03-10 15:57,16:42:00,2023-03-10 16:42,경남 함양 원산,입산자실화,0.01,경남 함양,127.7274194,35.51746944,0.612157
2023-03-03,14:16:00,2023-03-03 14:16,15:35:00,2023-03-03 15:35,경남 김해 어방,입산자실화,0.03,경남 김해,128.8916667,35.22550556,0.324
2023-02-27,17:01:00,2023-02-27 17:01,2:30:00,2023-02-27 2:30,경남 창녕 반포,농산부산물소각,8,경남 창녕,128.4945333,35.54153611,0.652
2023-02-27,12:35:00,2023-02-27 12:35,14:27:00,2023-02-27 14:27,경남 함안 오곡,농산부산물소각,0.15,경남 함안,128.4087083,35.26940556,0.351538
2023-02-23,16:18:00,2023-02-23 16:18,17:50:00,2023-02-23 17:50,경남 의령 오목,농산부산물소각,0.5,경남 의령,128.2638222,35.31911944,0.503636
2023-02-08,13:17:00,2023-02-08 13:17,17:00:00,2023-02-08 17:00,경남 진주 사곡,입산자실화,0.5,경남 진주,128.11,35.17703333,0.096875
2023-02-05,20:16:00,2023-02-05 20:16,21:40:00,2023-02-05 21:40,경남 진주 망경,기타,0.01,경남 진주,128.11,35.17703333,0.096875
2023-02-05,20:11:00,2023-02-05 20:11,21:35:00,2023-02-05 21:35,경남 양산 용당,기타,0.02,경남 양산,129.0394111,35.33192778,0.313824
2023-02-05,18:37:00,2023-02-05 18:37,19:50:00,2023-02-05 19:50,경남 함양 운산,쓰레기소각,0.01,경남 함양,127.7274194,35.51746944,0.612157
2023-02-05,15:00:00,2023-02-05 15:00,15:51:00,2023-02-05 15:51,경남 김해 죽곡,기타,0.1,경남 김해,128.8916667,35.22550556,0.324
2023-04-02,17:19:00,2023-04-02 17:19,18:10:00,2023-04-02 18:10,경남 함양 당본,입산자실화,0.02,경남 함양,127.7274194,35.51746944,0.612157
2023-01-13,2:16:00,2023-01-13 2:16,6:30:00,2023-01-13 6:30,경남 김해 금곡,기타,0.1,경남 김해,128.8916667,35.22550556,0.324
2023-01-10,13:55:00,2023-01-10 13:55,15:20:00,2023-01-10 15:20,경남 고성 두포,기타,0.05,경남 고성,128.3245417,34.9699,0.121765
2023-01-29,10:58:00,2023-01-29 10:58,18:00:00,2023-01-29 18:00,경남 양산 용당,쓰레기소각,0.1,경남 양산,129.0394111,35.33192778,0.313824
2023-01-23,12:35:00,2023-01-23 12:35,14:00:00,2023-01-23 14:00,경남 함양 이은,건축물화재비화,0.06,경남 함양,127.7274194,35.51746944,0.612157
2023-01-21,13:19:00,2023-01-21 13:19,17:00:00,2023-01-21 17:00,경남 거제 연사,농산부산물소각,0.03,경남 거제,128.6233556,34.87735833,0.062222
2023-04-01,11:22:00,2023-04-01 11:22,13:40:00,2023-04-01 13:40,경남 산청 대포,입산자실화,0.1,경남 산청,127.8756194,35.41249167,0.393421
2023-04-24,16:49:00,2023-04-24 16:49,18:00:00,2023-04-24 18:00,경남 양산 화제,입산자실화,0.06,경남 양산,129.0394111,35.33192778,0.313824
2023-04-24,13:34:00,2023-04-24 13:34,14:39:00,2023-04-24 14:39,경남 진주 대곡,쓰레기소각,0.05,경남 진주,128.11,35.17703333,0.096875
2022-04-01,13:46:00,2022-04-01 13:46,14:59:00,2022-04-01 14:59,경남 사천 화암,기타,0.01,경남 사천,128.0667778,35.00028333,0.08
2022-03-29,14:51:00,2022-03-29 14:51,16:15:00,2022-03-29 16:15,경남 사천 자혜,농산부산물소각,0.05,경남 사천,128.0667778,35.00028333,0.08
2022-03-27,22:30:00,2022-03-27 22:30,0:50:00,2022-03-27 0:50,경남 창녕 가항,건축물화재비화,0.1,경남 창녕,128.4945333,35.54153611,0.652
2022-03-24,12:43:00,2022-03-24 12:43,14:55:00,2022-03-24 14:55,경남 의령 덕교,농산부산물소각,0.3,경남 의령,128.2638222,35.31911944,0.503636
2022-03-12,21:39:00,2022-03-12 21:39,1:31:00,2022-03-12 1:31,경남 김해 선지,입산자실화,0.2,경남 김해,128.8916667,35.22550556,0.324
2022-03-12,7:52:00,2022-03-12 7:52,13:37:00,2022-03-12 13:37,경남 산청 내대,기타,3.8,경남 산청,127.8756194,35.41249167,0.393421
2022-03-09,14:17:00,2022-03-09 14:17,16:12:00,2022-03-09 16:12,경남 창녕 간상,농산부산물소각,0.1,경남 창녕,128.4945333,35.54153611,0.652
2022-03-06,17:54:00,2022-03-06 17:54,18:15:00,2022-03-06 18:15,경남 사천 구암,농산부산물소각,0.01,경남 사천,128.0667778,35.00028333,0.08
2022-03-06,16:40:00,2022-03-06 16:40,18:30:00,2022-03-06 18:30,경남 남해 무림,기타,0.1,경남 남해,127.8924,34.8376,0.142222
2022-03-06,14:02:00,2022-03-06 14:02,16:40:00,2022-03-06 16:40,경남 산청 길,기타,0.5,경남 산청,127.8756194,35.41249167,0.393421
2022-03-06,10:42:00,2022-03-06 10:42,12:00:00,2022-03-06 12:00,경남 함양 운곡,입산자실화,0.01,경남 함양,127.7274194,35.51746944,0.612157
2022-03-05,16:24:00,2022-03-05 16:24,17:40:00,2022-03-05 17:40,경남 밀양 모로,쓰레기소각,0.01,경남 밀양,128.7489444,35.50077778,28.37519
2022-03-05,14:00:00,2022-03-05 14:00,15:49:00,2022-03-05 15:49,경남 거창 양평,입산자실화,0.1,경남 거창,127.9116556,35.683625,0.115455
2022-03-05,5:10:00,2022-03-05 5:10,10:35:00,2022-03-05 10:35,경남 양산 석계,건축물화재비화,0.5,경남 양산,129.0394111,35.33192778,0.313824
2022-03-04,21:54:00,2022-03-04 21:54,9:03:00,2022-03-04 9:03,경남 함양 가흥,입산자실화,3,경남 함양,127.7274194,35.51746944,0.612157
2022-02-28,14:20:00,2022-02-28 14:20,18:00:00,2022-02-28 18:00,경남 합천 노양,입산자실화,813.89,경남 합천,128.1679306,35.56361667,21.828
2023-02-01,14:00:00,2023-02-01 14:00,21:30:00,2023-02-01 21:30,경남 함안 장암,쓰레기소각,1.5,경남 함안,128.4087083,35.26940556,0.351538
2023-01-09,19:41:00,2023-01-09 19:41,20:35:00,2023-01-09 20:35,경남 합천 방곡,기타,0.1,경남 합천,128.1679306,35.56361667,21.828
2023-04-12,5:31:00,2023-04-12 5:31,9:40:00,2023-04-12 9:40,경남 양산 원,입산자실화,0.3,경남 양산,129.0394111,35.33192778,0.313824
2023-04-23,10:24:00,2023-04-23 10:24,12:13:00,2023-04-23 12:13,경남 거제 소랑,쓰레기소각,0.01,경남 거제,128.6233556,34.87735833,0.062222
2023-06-18,16:39:00,2023-06-18 16:39,19:40:00,2023-06-18 19:40,경남 함안 사촌,입산자실화,0.05,경남 함안,128.4087083,35.26940556,0.351538
2023-06-14,13:52:00,2023-06-14 13:52,17:00:00,2023-06-14 17:00,경남 하동 삼신,입산자실화,0.03,경남 하동,127.7534306,35.06420278,5.1535
2023-01-24,6:05:00,2023-01-24 6:05,8:30:00,2023-01-24 8:30,경남 산청 지막,입산자실화,0.01,경남 산청,127.8756194,35.41249167,0.393421
2022-02-25,21:03:00,2022-02-25 21:03,23:00:00,2022-02-25 23:00,경남 함양 창원,기타,0.1,경남 함양,127.7274194,35.51746944,0.612157
2022-02-25,14:25:00,2022-02-25 14:25,23:00:00,2022-02-25 23:00,경남 함양 죽림,입산자실화,1.5,경남 함양,127.7274194,35.51746944,0.612157
2022-02-23,16:40:00,2022-02-23 16:40,17:47:00,2022-02-23 17:47,경남 사천 구암,건축물화재비화,0.3,경남 사천,128.0667778,35.00028333,0.08
2022-02-20,7:06:00,2022-02-20 7:06,8:07:00,2022-02-20 8:07,경남 거제 연구,입산자실화,0.07,경남 거제,128.6233556,34.87735833,0.062222
2022-12-27,15:35:00,2022-12-27 15:35,17:10:00,2022-12-27 17:10,경남 산청 제보,건축물화재비화,0.06,경남 산청,127.8756194,35.41249167,0.393421
2022-12-26,14:12:00,2022-12-26 14:12,15:10:00,2022-12-26 15:10,경남 고성 수양,건축물화재비화,0.05,경남 고성,128.3245417,34.9699,0.121765
2022-12-26,5:55:00,2022-12-26 5:55,6:50:00,2022-12-26 6:50,경남 고성 연지,건축물화재비화,0.06,경남 고성,128.3245417,34.9699,0.121765
2022-12-24,15:14:00,2022-12-24 15:14,17:00:00,2022-12-24 17:00,경남 남해 송정,입산자실화,0.1,경남 남해,127.8924,34.8376,0.142222
2022-12-19,9:44:00,2022-12-19 9:44,10:42:00,2022-12-19 10:42,경남 함양 황산,입산자실화,0.03,경남 함양,127.7274194,35.51746944,0.612157
2022-12-15,18:51:00,2022-12-15 18:51,20:25:00,2022-12-15 20:25,경남 진주 가좌,입산자실화,0.01,경남 진주,128.11,35.17703333,0.096875
2022-12-08,18:24:00,2022-12-08 18:24,22:00:00,2022-12-08 22:00,경남 양산 용당,입산자실화,0.2,경남 양산,129.0394111,35.33192778,0.313824
2022-12-07,21:52:00,2022-12-07 21:52,23:50:00,2022-12-07 23:50,경남 함양 원산,건축물화재비화,0.01,경남 함양,127.7274194,35.51746944,0.612157
2022-12-06,13:01:00,2022-12-06 13:01,14:30:00,2022-12-06 14:30,경남 함양 유평,기타,0.01,경남 함양,127.7274194,35.51746944,0.612157
2022-12-05,18:59:00,2022-12-05 18:59,20:36:00,2022-12-05 20:36,경남 남해 대벽,입산자실화,0.1,경남 남해,127.8924,34.8376,0.142222
2022-12-02,13:43:00,2022-12-02 13:43,14:40:00,2022-12-02 14:40,경남 함양 호산,건축물화재비화,0.01,경남 함양,127.7274194,35.51746944,0.612157
2022-11-12,10:43:00,2022-11-12 10:43,14:00:00,2022-11-12 14:00,경남 의령 산북,쓰레기소각,0.4,경남 의령,128.2638222,35.31911944,0.503636
2022-11-10,22:16:00,2022-11-10 22:16,23:50:00,2022-11-10 23:50,경남 의령 청계,입산자실화,0.2,경남 의령,128.2638222,35.31911944,0.503636
2022-11-07,14:03:00,2022-11-07 14:03,14:50:00,2022-11-07 14:50,경남 고성 도전,건축물화재비화,0.01,경남 고성,128.3245417,34.9699,0.121765
2022-11-07,13:18:00,2022-11-07 13:18,14:30:00,2022-11-07 14:30,경남 진주 운천,농산부산물소각,0.1,경남 진주,128.11,35.17703333,0.096875
2022-11-06,12:50:00,2022-11-06 12:50,18:00:00,2022-11-06 18:00,경남 거제 가베,입산자실화,0.2,경남 거제,128.6233556,34.87735833,0.062222
2022-11-03,9:40:00,2022-11-03 9:40,10:10:00,2022-11-03 10:10,경남 산청 양전,농산부산물소각,0.01,경남 산청,127.8756194,35.41249167,0.393421
2022-11-02,18:38:00,2022-11-02 18:38,19:34:00,2022-11-02 19:34,경남 함양 손곡,기타,0.01,경남 함양,127.7274194,35.51746944,0.612157
2022-10-27,12:54:00,2022-10-27 12:54,14:52:00,2022-10-27 14:52,경남 진주 주악,기타,0.1,경남 진주,128.11,35.17703333,0.096875
2022-10-26,10:39:00,2022-10-26 10:39,11:15:00,2022-10-26 11:15,경남 합천 먹촌,농산부산물소각,0.01,경남 합천,128.1679306,35.56361667,21.828
2022-10-25,14:14:00,2022-10-25 14:14,17:00:00,2022-10-25 17:00,경남 거제 구명,입산자실화,0.01,경남 거제,128.6233556,34.87735833,0.062222
